fecha,primera dosis,segunda dosis,única dosis,vacunación iniciada,vacunación completada,inmunización,3ª dosis,4ª dosis
2021-06-06,56.38067556737316,42.395772453226925,0.6073675945504207,56.98804316192358,43.00314004777735,39.31902262398554,0.0,0.0
2021-06-07,56.65464652725432,42.90469689983867,0.7470184384747858,57.40166496572911,43.65171533831346,39.6301562279342,0.0,0.0
2021-06-08,56.96086102284016,43.43595552130022,0.8491153456209747,57.809976368461136,44.285070866921195,39.919758569348474,0.0,0.0
2021-06-09,57.35029890443631,43.94619613430243,0.934152906926252,58.28445181136256,44.88034904122868,40.165861357471655,0.0,0.0
2021-06-10,57.83996870064853,44.42234346424039,1.001058878728886,58.84102757937741,45.42340234296928,40.350510863124136,0.0,0.0
2021-06-11,58.24974872147648,44.90212422649181,1.0216195320718497,59.271368253548324,45.92374375856366,40.55867350348197,0.0,0.0
2021-06-12,58.36521056146794,44.94994324477092,1.0236166494133683,59.38882721088131,45.97355989418429,40.58813225470025,0.0,0.0
2021-06-13,58.37245709920078,44.952977033709566,1.023870735589134,59.396327834789915,45.97684776929869,40.59308693512768,0.0,0.0
2021-06-14,58.906424279296,45.524970750869876,1.0451225033301805,59.951546782626174,46.57009325420006,40.89701465513163,0.0,0.0
2021-06-15,59.33907713766638,46.14541870174872,1.0638283275900542,60.40290546525643,47.20924702933877,41.3141682567803,0.0,0.0
2021-06-16,59.87573763122471,46.74236876309274,1.0839214623696087,60.95965909359432,47.82629022546235,41.7978924364796,0.0,0.0
2021-06-17,60.23635197704199,47.30197832004624,1.0993851470267115,61.33573712406871,48.40136346707295,42.34802966080054,0.0,0.0
2021-06-18,60.548761093593,47.522962148833216,1.11146948554613,61.66023057913913,48.63443163437935,42.870928847079405,0.0,0.0
2021-06-19,60.63306688671207,47.62404779299985,1.1128822046833875,61.74594909139546,48.73692999768324,42.987742425525944,0.0,0.0
2021-06-20,60.64219874386909,47.6349785802813,1.1129431853655714,61.75514192923466,48.747921765646865,43.00314004777735,0.0,0.0
2021-06-21,60.67947318585392,47.697798846377616,1.1133446415232813,61.792817827377206,48.8111434879009,43.65171533831346,0.0,0.0
2021-06-22,61.186029549307534,48.742870532472644,1.1324773305584412,62.31850687986597,49.87534786303109,44.285070866921195,0.0,0.0
2021-06-23,61.569938515719016,49.57543470460424,1.1956431538538037,62.76558166957282,50.77107785845804,44.88034904122868,0.0,0.0
2021-06-24,61.81632079863554,50.293578790065006,1.5188306059807921,63.335151404616326,51.8124093960458,45.42340234296928,0.0,0.0
2021-06-25,62.010473127261655,50.91901699343589,1.773653631656251,63.78412675891791,52.69267062509214,45.92374375856366,0.0,0.0
2021-06-26,62.06689042172868,51.08056498398774,1.8248672412435933,63.89175766297227,52.90543222523134,45.97355989418429,0.0,0.0
2021-06-27,62.07216525073758,51.097756454640056,1.8312498859788287,63.903415136716404,52.92900634061888,45.97684776929869,0.0,0.0
2021-06-28,62.07850215996117,51.11375372026627,1.8374851607321199,63.91598732069329,52.95123888099838,46.57009325420006,0.0,0.0
2021-06-29,62.28153225956854,52.016831887896366,1.9997141022350284,64.28124636180357,54.0165459901314,47.20924702933877,0.0,0.0
2021-06-30,62.52614610270173,52.69840789094093,2.116187205206043,64.64233330790778,54.814595096146974,47.82629022546235,0.0,0.0
2021-07-01,62.967890164441016,53.11497201266182,2.187448214061302,65.15533837850232,55.30242022672313,48.40136346707295,0.0,0.0
